obstacle,obstacle_type,treasure,fragment,difficulty
"(120, 420, 40, 40)",rock,"(630, 90, 40, 20)","(430, 290, 20, 20)",4.0
"(120, 340, 40, 80)",rock,"(670, 770, 40, 20)","(650, 770, 20, 20)",
"(120, 0, 40, 80)",rock,"(210, 250, 40, 20)","(730, 130, 20, 20)",
"(120, 520, 40, 80)",river,"(150, 490, 40, 20)","(570, 710, 20, 20)",
"(120, 220, 40, 80)",river,,"(670, 630, 20, 20)",
"(120, 140, 40, 40)",river,,"(670, 750, 20, 20)",
"(120, 700, 40, 40)",river,,"(470, 290, 20, 20)",
"(120, 640, 40, 40)",rock,,"(330, 550, 20, 20)",
"(200, 400, 40, 80)",river,,"(550, 110, 20, 20)",
"(200, 0, 40, 40)",rock,,"(690, 410, 20, 20)",
"(200, 60, 40, 40)",river,,"(410, 450, 20, 20)",
"(200, 700, 40, 80)",river,,"(410, 570, 20, 20)",
"(200, 280, 40, 40)",river,,,
"(200, 580, 40, 80)",rock,,,
"(200, 540, 40, 40)",river,,,
"(200, 140, 40, 40)",river,,,
"(280, 40, 40, 40)",river,,,
"(280, 600, 40, 80)",rock,,,
"(280, 80, 40, 120)",river,,,
"(280, 340, 40, 40)",rock,,,
"(280, 400, 40, 40)",rock,,,
"(280, 460, 40, 80)",river,,,
"(280, 560, 40, 40)",rock,,,
"(280, 680, 40, 40)",rock,,,
"(360, 700, 40, 40)",river,,,
"(360, 160, 40, 80)",rock,,,
"(360, 640, 40, 40)",rock,,,
"(360, 320, 40, 120)",river,,,
"(360, 0, 40, 80)",rock,,,
"(360, 560, 40, 40)",river,,,
"(360, 80, 40, 40)",rock,,,
"(360, 500, 40, 40)",rock,,,
"(440, 200, 40, 40)",rock,,,
"(440, 600, 40, 80)",rock,,,
"(440, 320, 40, 80)",rock,,,
"(440, 420, 40, 120)",river,,,
"(440, 60, 40, 80)",river,,,
"(440, 540, 40, 40)",rock,,,
"(440, 140, 40, 40)",rock,,,
"(440, 700, 40, 40)",river,,,
"(520, 460, 40, 80)",river,,,
"(520, 320, 40, 40)",rock,,,
"(520, 620, 40, 80)",rock,,,
"(520, 160, 40, 40)",rock,,,
"(520, 580, 40, 40)",river,,,
"(520, 40, 40, 40)",rock,,,
"(520, 380, 40, 80)",rock,,,
"(520, 280, 40, 40)",rock,,,
"(600, 200, 40, 80)",rock,,,
"(600, 580, 40, 40)",rock,,,
"(600, 0, 40, 40)",rock,,,
"(600, 280, 40, 40)",river,,,
"(600, 400, 40, 40)",rock,,,
"(600, 620, 40, 80)",rock,,,
"(600, 440, 40, 80)",rock,,,
"(600, 120, 40, 80)",river,,,
"(680, 700, 40, 40)",river,,,
"(680, 320, 40, 40)",rock,,,
"(680, 460, 40, 40)",rock,,,
"(680, 360, 40, 40)",rock,,,
"(680, 660, 40, 40)",river,,,
"(680, 80, 40, 80)",rock,,,
"(680, 0, 40, 40)",rock,,,
"(680, 540, 40, 80)",river,,,
"(760, 620, 40, 40)",rock,,,
"(760, 700, 40, 80)",river,,,
"(760, 500, 40, 120)",river,,,
"(760, 420, 40, 80)",rock,,,
"(760, 340, 40, 40)",river,,,
"(760, 140, 40, 80)",rock,,,
"(760, 260, 40, 80)",rock,,,
"(760, 20, 40, 40)",river,,,
"(840, 480, 40, 40)",rock,,,
"(840, 420, 40, 40)",rock,,,
"(840, 180, 40, 80)",rock,,,
"(840, 560, 40, 40)",rock,,,
"(840, 40, 40, 80)",rock,,,
"(840, 640, 40, 40)",rock,,,
"(840, 700, 40, 40)",rock,,,
"(840, 340, 40, 40)",river,,,
